Hourly measurement data supplied by UK-air on 10/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"London Bexley",
Date,Time,"Nitrogen dioxide",Status
2021-04-05,09:00:00,3.75413,V ugm-3
2021-04-05,10:00:00,4.71568,V ugm-3
2021-04-05,11:00:00,5.32911,V ugm-3
2021-04-05,12:00:00,5.10249,V ugm-3
2021-04-05,13:00:00,4.30966,V ugm-3
2021-04-05,14:00:00,3.97435,V ugm-3
2021-04-05,15:00:00,3.63904,V ugm-3
2021-04-05,16:00:00,5.5479,V ugm-3
2021-04-05,17:00:00,5.44136,V ugm-3
2021-04-05,18:00:00,5.83741,V ugm-3
2021-04-05,19:00:00,9.85092,V ugm-3
2021-04-05,20:00:00,15.49659,V ugm-3
2021-04-05,21:00:00,18.55281,V ugm-3
2021-04-05,22:00:00,15.00039,V ugm-3
2021-04-05,23:00:00,11.67103,V ugm-3
2021-04-05,24:00:00,11.50089,V ugm-3
2021-04-06,01:00:00,10.62348,V ugm-3
2021-04-06,02:00:00,13.79024,V ugm-3
2021-04-06,03:00:00,10.39475,V ugm-3
2021-04-06,04:00:00,10.73423,V ugm-3
2021-04-06,05:00:00,14.17548,V ugm-3
2021-04-06,06:00:00,23.36042,V ugm-3
2021-04-06,07:00:00,25.79798,V ugm-3
2021-04-06,08:00:00,22.15164,V ugm-3
2021-04-06,09:00:00,15.42807,V ugm-3
2021-04-06,10:00:00,8.68758,V ugm-3
2021-04-06,11:00:00,8.47497,V ugm-3
2021-04-06,12:00:00,7.79818,V ugm-3
2021-04-06,13:00:00,9.4934,V ugm-3
2021-04-06,14:00:00,13.44747,V ugm-3
2021-04-06,15:00:00,11.92343,V ugm-3
2021-04-06,16:00:00,11.65568,V ugm-3
2021-04-06,17:00:00,11.65136,V ugm-3
2021-04-06,18:00:00,15.96222,V ugm-3
2021-04-06,19:00:00,13.4857,V ugm-3
2021-04-06,20:00:00,10.43907,V ugm-3
2021-04-06,21:00:00,21.18628,V ugm-3
2021-04-06,22:00:00,17.40411,V ugm-3
2021-04-06,23:00:00,21.36323,V ugm-3
2021-04-06,24:00:00,25.60886,V ugm-3
2021-04-07,01:00:00,18.27245,V ugm-3
2021-04-07,02:00:00,16.15539,V ugm-3
2021-04-07,03:00:00,18.28818,V ugm-3
2021-04-07,04:00:00,19.13693,V ugm-3
2021-04-07,05:00:00,24.56002,V ugm-3
2021-04-07,06:00:00,47.26282,V ugm-3
2021-04-07,07:00:00,51.05842,V ugm-3
2021-04-07,08:00:00,34.67099,V ugm-3
2021-04-07,09:00:00,21.00498,V ugm-3
2021-04-07,10:00:00,16.61269,V ugm-3
2021-04-07,11:00:00,9.97332,V ugm-3
2021-04-07,12:00:00,14.19369,V ugm-3
2021-04-07,13:00:00,9.52572,V ugm-3
2021-04-07,14:00:00,11.10036,V ugm-3
2021-04-07,15:00:00,11.55015,V ugm-3
2021-04-07,16:00:00,13.93878,V ugm-3
2021-04-07,17:00:00,14.23022,V ugm-3
2021-04-07,18:00:00,16.04986,V ugm-3
2021-04-07,19:00:00,19.75238,V ugm-3
2021-04-07,20:00:00,22.02181,V ugm-3
2021-04-07,21:00:00,18.00332,V ugm-3
2021-04-07,22:00:00,14.38013,V ugm-3
2021-04-07,23:00:00,15.34589,V ugm-3
2021-04-07,24:00:00,22.14102,V ugm-3
2021-04-08,01:00:00,18.76414,V ugm-3
2021-04-08,02:00:00,16.6172,V ugm-3
2021-04-08,03:00:00,15.76029,V ugm-3
2021-04-08,04:00:00,18.01973,V ugm-3
2021-04-08,05:00:00,23.59402,V ugm-3
2021-04-08,06:00:00,41.94609,V ugm-3
2021-04-08,07:00:00,40.60975,V ugm-3
2021-04-08,08:00:00,27.04715,V ugm-3
2021-04-08,09:00:00,12.09514,V ugm-3
2021-04-08,10:00:00,11.09209,V ugm-3
2021-04-08,11:00:00,7.89326,V ugm-3
2021-04-08,12:00:00,6.59319,V ugm-3
2021-04-08,13:00:00,8.6144,V ugm-3
2021-04-08,14:00:00,6.53048,V ugm-3
2021-04-08,15:00:00,7.09904,V ugm-3
2021-04-08,16:00:00,8.57908,V ugm-3
2021-04-08,17:00:00,9.78705,V ugm-3
2021-04-08,18:00:00,13.31347,V ugm-3
2021-04-08,19:00:00,14.04572,V ugm-3
2021-04-08,20:00:00,12.30176,V ugm-3
2021-04-08,21:00:00,14.46096,V ugm-3
2021-04-08,22:00:00,11.68159,V ugm-3
2021-04-08,23:00:00,8.84544,V ugm-3
2021-04-08,24:00:00,7.99149,V ugm-3
2021-04-09,01:00:00,8.63431,V ugm-3
2021-04-09,02:00:00,6.81104,V ugm-3
2021-04-09,03:00:00,6.52812,V ugm-3
2021-04-09,04:00:00,8.63281,V ugm-3
2021-04-09,05:00:00,11.75616,V ugm-3
2021-04-09,06:00:00,27.46419,V ugm-3
2021-04-09,07:00:00,27.65874,V ugm-3
2021-04-09,08:00:00,15.79256,V ugm-3
2021-04-09,09:00:00,12.37655,V ugm-3
2021-04-09,10:00:00,8.07888,V ugm-3
2021-04-09,11:00:00,7.96661,V ugm-3
2021-04-09,12:00:00,8.37229,V ugm-3
2021-04-09,13:00:00,6.2616,V ugm-3
2021-04-09,14:00:00,7.46291,V ugm-3
2021-04-09,15:00:00,7.58192,V ugm-3
2021-04-09,16:00:00,9.44409,V ugm-3
2021-04-09,17:00:00,13.26953,V ugm-3
2021-04-09,18:00:00,17.99087,V ugm-3
2021-04-09,19:00:00,17.47892,V ugm-3
2021-04-09,20:00:00,15.72752,V ugm-3
2021-04-09,21:00:00,12.76957,V ugm-3
2021-04-09,22:00:00,14.08314,V ugm-3
2021-04-09,23:00:00,14.99778,V ugm-3
2021-04-09,24:00:00,13.05849,V ugm-3
2021-04-10,01:00:00,4.69963,V ugm-3
2021-04-10,02:00:00,7.73401,V ugm-3
2021-04-10,03:00:00,6.65737,V ugm-3
2021-04-10,04:00:00,6.07766,V ugm-3
2021-04-10,05:00:00,10.23073,V ugm-3
2021-04-10,06:00:00,15.74536,V ugm-3
2021-04-10,07:00:00,18.8636,V ugm-3
2021-04-10,08:00:00,16.46719,V ugm-3
2021-04-10,09:00:00,11.63182,V ugm-3
2021-04-10,10:00:00,12.83002,V ugm-3
2021-04-10,11:00:00,11.80885,V ugm-3
2021-04-10,12:00:00,12.59905,V ugm-3
2021-04-10,13:00:00,9.75891,V ugm-3
2021-04-10,14:00:00,7.59955,V ugm-3
2021-04-10,15:00:00,7.88751,V ugm-3
2021-04-10,16:00:00,9.30606,V ugm-3
2021-04-10,17:00:00,10.21782,V ugm-3
2021-04-10,18:00:00,10.04763,V ugm-3
2021-04-10,19:00:00,10.79147,V ugm-3
2021-04-10,20:00:00,11.30965,V ugm-3
2021-04-10,21:00:00,10.91227,V ugm-3
2021-04-10,22:00:00,7.33133,V ugm-3
2021-04-10,23:00:00,9.15029,V ugm-3
2021-04-10,24:00:00,7.95285,V ugm-3
2021-04-11,01:00:00,8.19994,V ugm-3
2021-04-11,02:00:00,7.12119,V ugm-3
2021-04-11,03:00:00,5.81282,V ugm-3
2021-04-11,04:00:00,6.89285,V ugm-3
2021-04-11,05:00:00,11.00153,V ugm-3
2021-04-11,06:00:00,14.87341,V ugm-3
2021-04-11,07:00:00,14.04423,V ugm-3
2021-04-11,08:00:00,10.32132,V ugm-3
2021-04-11,09:00:00,7.02107,V ugm-3
2021-04-11,10:00:00,4.41354,V ugm-3
2021-04-11,11:00:00,4.23998,V ugm-3
2021-04-11,12:00:00,4.86408,V ugm-3
2021-04-11,13:00:00,6.00504,V ugm-3
2021-04-11,14:00:00,5.55219,V ugm-3
2021-04-11,15:00:00,8.45975,V ugm-3
2021-04-11,16:00:00,10.33823,V ugm-3
2021-04-11,17:00:00,7.8418,V ugm-3
2021-04-11,18:00:00,8.93258,V ugm-3
2021-04-11,19:00:00,13.26807,V ugm-3
2021-04-11,20:00:00,27.75494,V ugm-3
2021-04-11,21:00:00,44.97888,V ugm-3
2021-04-11,22:00:00,46.36048,V ugm-3
2021-04-11,23:00:00,54.31414,V ugm-3
2021-04-11,24:00:00,60.83262,V ugm-3
2021-04-12,01:00:00,54.60768,V ugm-3
2021-04-12,02:00:00,31.65477,V ugm-3
2021-04-12,03:00:00,23.02642,V ugm-3
2021-04-12,04:00:00,21.76441,V ugm-3
2021-04-12,05:00:00,27.80608,V ugm-3
2021-04-12,06:00:00,41.31484,V ugm-3
2021-04-12,07:00:00,44.0657,V ugm-3
2021-04-12,08:00:00,32.62542,V ugm-3
2021-04-12,09:00:00,22.99415,V ugm-3
2021-04-12,10:00:00,15.366,V ugm-3
2021-04-12,11:00:00,11.07537,V ugm-3
2021-04-12,12:00:00,21.85895,V ugm-3
2021-04-12,13:00:00,15.95462,V ugm-3
2021-04-12,14:00:00,13.69044,V ugm-3
2021-04-12,15:00:00,14.9155,V ugm-3
2021-04-12,16:00:00,13.60096,V ugm-3
2021-04-12,17:00:00,14.97814,V ugm-3
2021-04-12,18:00:00,17.1606,V ugm-3
2021-04-12,19:00:00,22.9459,V ugm-3
2021-04-12,20:00:00,67.11975,V ugm-3
2021-04-12,21:00:00,78.6387,V ugm-3
2021-04-12,22:00:00,76.47019,V ugm-3
2021-04-12,23:00:00,69.63019,V ugm-3
2021-04-12,24:00:00,59.00219,V ugm-3
2021-04-13,01:00:00,57.34608,V ugm-3
2021-04-13,02:00:00,43.59524,V ugm-3
2021-04-13,03:00:00,38.30889,V ugm-3
2021-04-13,04:00:00,43.07513,V ugm-3
2021-04-13,05:00:00,47.90339,V ugm-3
2021-04-13,06:00:00,55.48242,V ugm-3
2021-04-13,07:00:00,58.72997,V ugm-3
2021-04-13,08:00:00,57.87709,V ugm-3
2021-04-13,09:00:00,39.44823,V ugm-3
2021-04-13,10:00:00,13.31589,V ugm-3
2021-04-13,11:00:00,11.71888,V ugm-3
2021-04-13,12:00:00,10.08348,V ugm-3
2021-04-13,13:00:00,8.99656,V ugm-3
2021-04-13,14:00:00,13.3529,V ugm-3
2021-04-13,15:00:00,16.50694,V ugm-3
2021-04-13,16:00:00,17.34581,V ugm-3
2021-04-13,17:00:00,18.34886,V ugm-3
2021-04-13,18:00:00,19.38636,V ugm-3
2021-04-13,19:00:00,25.97697,V ugm-3
2021-04-13,20:00:00,54.85521,V ugm-3
2021-04-13,21:00:00,74.05162,V ugm-3
2021-04-13,22:00:00,71.70948,V ugm-3
2021-04-13,23:00:00,67.60296,V ugm-3
2021-04-13,24:00:00,40.63038,V ugm-3
2021-04-14,01:00:00,39.21683,V ugm-3
2021-04-14,02:00:00,47.83021,V ugm-3
2021-04-14,03:00:00,48.80109,V ugm-3
2021-04-14,04:00:00,46.33894,V ugm-3
2021-04-14,05:00:00,48.59955,V ugm-3
2021-04-14,06:00:00,54.54604,V ugm-3
2021-04-14,07:00:00,64.88936,V ugm-3
2021-04-14,08:00:00,54.09883,V ugm-3
2021-04-14,09:00:00,29.14566,V ugm-3
2021-04-14,10:00:00,17.58463,V ugm-3
2021-04-14,11:00:00,11.24377,V ugm-3
2021-04-14,12:00:00,8.9059,V ugm-3
2021-04-14,13:00:00,9.4256,V ugm-3
2021-04-14,14:00:00,10.45545,V ugm-3
2021-04-14,15:00:00,12.57332,V ugm-3
2021-04-14,16:00:00,11.19594,V ugm-3
2021-04-14,17:00:00,12.9862,V ugm-3
2021-04-14,18:00:00,13.84706,V ugm-3
2021-04-14,19:00:00,10.81891,V ugm-3
2021-04-14,20:00:00,8.47228,V ugm-3
2021-04-14,21:00:00,12.20584,V ugm-3
2021-04-14,22:00:00,13.92596,V ugm-3
2021-04-14,23:00:00,19.77262,V ugm-3
2021-04-14,24:00:00,15.18776,V ugm-3
2021-04-15,01:00:00,10.40154,V ugm-3
2021-04-15,02:00:00,13.60944,V ugm-3
2021-04-15,03:00:00,10.44336,V ugm-3
2021-04-15,04:00:00,13.94875,V ugm-3
2021-04-15,05:00:00,28.81979,V ugm-3
2021-04-15,06:00:00,37.08516,V ugm-3
2021-04-15,07:00:00,38.89532,V ugm-3
2021-04-15,08:00:00,24.73353,V ugm-3
2021-04-15,09:00:00,9.93586,V ugm-3
2021-04-15,10:00:00,8.50743,V ugm-3
2021-04-15,11:00:00,9.13823,V ugm-3
2021-04-15,12:00:00,10.06132,V ugm-3
2021-04-15,13:00:00,No data,V ugm-3
2021-04-15,14:00:00,8.74304,V ugm-3
2021-04-15,15:00:00,15.64368,V ugm-3
2021-04-15,16:00:00,15.76027,V ugm-3
2021-04-15,17:00:00,17.26715,V ugm-3
2021-04-15,18:00:00,19.39113,V ugm-3
2021-04-15,19:00:00,24.85124,V ugm-3
2021-04-15,20:00:00,26.51931,V ugm-3
2021-04-15,21:00:00,35.82493,V ugm-3
2021-04-15,22:00:00,46.53236,V ugm-3
2021-04-15,23:00:00,40.532,V ugm-3
2021-04-15,24:00:00,34.34465,V ugm-3
2021-04-16,01:00:00,31.28575,V ugm-3
2021-04-16,02:00:00,25.01378,V ugm-3
2021-04-16,03:00:00,36.69031,V ugm-3
2021-04-16,04:00:00,34.65268,V ugm-3
2021-04-16,05:00:00,43.78206,V ugm-3
2021-04-16,06:00:00,57.684,V ugm-3
2021-04-16,07:00:00,65.1777,V ugm-3
2021-04-16,08:00:00,37.12461,V ugm-3
2021-04-16,09:00:00,23.8266,V ugm-3
2021-04-16,10:00:00,13.16843,V ugm-3
2021-04-16,11:00:00,11.3895,V ugm-3
2021-04-16,12:00:00,7.89895,V ugm-3
2021-04-16,13:00:00,7.67517,V ugm-3
2021-04-16,14:00:00,8.99518,V ugm-3
2021-04-16,15:00:00,8.01977,V ugm-3
2021-04-16,16:00:00,8.54113,V ugm-3
2021-04-16,17:00:00,8.53545,V ugm-3
2021-04-16,18:00:00,11.64901,V ugm-3
2021-04-16,19:00:00,12.58228,V ugm-3
2021-04-16,20:00:00,28.34949,V ugm-3
2021-04-16,21:00:00,51.81696,V ugm-3
2021-04-16,22:00:00,62.94063,V ugm-3
2021-04-16,23:00:00,55.17541,V ugm-3
2021-04-16,24:00:00,40.19638,V ugm-3
2021-04-17,01:00:00,51.93037,V ugm-3
2021-04-17,02:00:00,49.2208,V ugm-3
2021-04-17,03:00:00,34.60195,V ugm-3
2021-04-17,04:00:00,31.32192,V ugm-3
2021-04-17,05:00:00,44.27887,V ugm-3
2021-04-17,06:00:00,59.17877,V ugm-3
2021-04-17,07:00:00,44.09601,V ugm-3
2021-04-17,08:00:00,25.57215,V ugm-3
2021-04-17,09:00:00,13.8065,V ugm-3
2021-04-17,10:00:00,7.44392,V ugm-3
2021-04-17,11:00:00,5.93862,V ugm-3
2021-04-17,12:00:00,5.54574,V ugm-3
2021-04-17,13:00:00,4.92146,V ugm-3
2021-04-17,14:00:00,5.09276,V ugm-3
2021-04-17,15:00:00,4.29473,V ugm-3
2021-04-17,16:00:00,5.55719,V ugm-3
2021-04-17,17:00:00,7.46437,V ugm-3
2021-04-17,18:00:00,9.07597,V ugm-3
2021-04-17,19:00:00,14.96146,V ugm-3
2021-04-17,20:00:00,20.84776,V ugm-3
2021-04-17,21:00:00,29.71441,V ugm-3
2021-04-17,22:00:00,27.24223,V ugm-3
2021-04-17,23:00:00,52.1705,V ugm-3
2021-04-17,24:00:00,43.6628,V ugm-3
2021-04-18,01:00:00,47.43585,V ugm-3
2021-04-18,02:00:00,49.72522,V ugm-3
2021-04-18,03:00:00,40.83946,V ugm-3
2021-04-18,04:00:00,36.32149,V ugm-3
2021-04-18,05:00:00,36.7825,V ugm-3
2021-04-18,06:00:00,38.71721,V ugm-3
2021-04-18,07:00:00,35.79574,V ugm-3
2021-04-18,08:00:00,25.52942,V ugm-3
2021-04-18,09:00:00,12.45713,V ugm-3
2021-04-18,10:00:00,5.10094,V ugm-3
2021-04-18,11:00:00,3.55235,V ugm-3
2021-04-18,12:00:00,3.14995,V ugm-3
2021-04-18,13:00:00,3.89292,V ugm-3
2021-04-18,14:00:00,3.95558,V ugm-3
2021-04-18,15:00:00,4.47754,V ugm-3
2021-04-18,16:00:00,4.07349,V ugm-3
2021-04-18,17:00:00,7.59119,V ugm-3
2021-04-18,18:00:00,9.6139,V ugm-3
2021-04-18,19:00:00,19.13953,V ugm-3
2021-04-18,20:00:00,26.07102,V ugm-3
2021-04-18,21:00:00,22.49148,V ugm-3
2021-04-18,22:00:00,38.58333,V ugm-3
2021-04-18,23:00:00,34.55438,V ugm-3
2021-04-18,24:00:00,33.16331,V ugm-3
2021-04-19,01:00:00,42.65002,V ugm-3
2021-04-19,02:00:00,33.02704,V ugm-3
2021-04-19,03:00:00,33.07074,V ugm-3
2021-04-19,04:00:00,35.2842,V ugm-3
2021-04-19,05:00:00,40.78389,V ugm-3
2021-04-19,06:00:00,47.52973,V ugm-3
2021-04-19,07:00:00,60.31517,V ugm-3
2021-04-19,08:00:00,50.40898,V ugm-3
2021-04-19,09:00:00,43.89719,V ugm-3
2021-04-19,10:00:00,37.99879,V ugm-3
2021-04-19,11:00:00,23.19511,V ugm-3
2021-04-19,12:00:00,22.36133,V ugm-3
2021-04-19,13:00:00,13.64411,V ugm-3
2021-04-19,14:00:00,15.84042,V ugm-3
2021-04-19,15:00:00,16.07244,V ugm-3
2021-04-19,16:00:00,14.40543,V ugm-3
2021-04-19,17:00:00,17.34814,V ugm-3
2021-04-19,18:00:00,19.55937,V ugm-3
2021-04-19,19:00:00,19.39842,V ugm-3
2021-04-19,20:00:00,33.50435,V ugm-3
2021-04-19,21:00:00,64.3597,V ugm-3
2021-04-19,22:00:00,76.99139,V ugm-3
2021-04-19,23:00:00,85.53607,V ugm-3
2021-04-19,24:00:00,88.3651,V ugm-3
2021-04-20,01:00:00,82.44935,V ugm-3
2021-04-20,02:00:00,60.46523,V ugm-3
2021-04-20,03:00:00,50.70707,V ugm-3
2021-04-20,04:00:00,48.49938,V ugm-3
2021-04-20,05:00:00,49.03074,V ugm-3
2021-04-20,06:00:00,50.04932,V ugm-3
2021-04-20,07:00:00,53.89048,V ugm-3
2021-04-20,08:00:00,67.24779,V ugm-3
2021-04-20,09:00:00,66.56513,V ugm-3
2021-04-20,10:00:00,55.3,V ugm-3
2021-04-20,11:00:00,43.82853,V ugm-3
2021-04-20,12:00:00,26.05381,V ugm-3
2021-04-20,13:00:00,17.48153,V ugm-3
2021-04-20,14:00:00,15.12457,V ugm-3
2021-04-20,15:00:00,14.66325,V ugm-3
2021-04-20,16:00:00,16.2879,V ugm-3
2021-04-20,17:00:00,25.37078,V ugm-3
2021-04-20,18:00:00,28.44729,V ugm-3
2021-04-20,19:00:00,43.66732,V ugm-3
2021-04-20,20:00:00,67.74292,V ugm-3
2021-04-20,21:00:00,91.88581,V ugm-3
2021-04-20,22:00:00,111.98444,V ugm-3
2021-04-20,23:00:00,100.54854,V ugm-3
2021-04-20,24:00:00,97.54541,V ugm-3
2021-04-21,01:00:00,90.48095,V ugm-3
2021-04-21,02:00:00,62.36516,V ugm-3
2021-04-21,03:00:00,55.52147,V ugm-3
2021-04-21,04:00:00,50.29163,V ugm-3
2021-04-21,05:00:00,61.40036,V ugm-3
2021-04-21,06:00:00,61.80022,V ugm-3
2021-04-21,07:00:00,68.48163,V ugm-3
2021-04-21,08:00:00,68.24818,V ugm-3
2021-04-21,09:00:00,28.90533,V ugm-3
2021-04-21,10:00:00,16.74339,V ugm-3
2021-04-21,11:00:00,14.31957,V ugm-3
2021-04-21,12:00:00,14.26834,V ugm-3
2021-04-21,13:00:00,11.14575,V ugm-3
2021-04-21,14:00:00,5.64214,V ugm-3
2021-04-21,15:00:00,5.75804,V ugm-3
2021-04-21,16:00:00,9.16534,V ugm-3
2021-04-21,17:00:00,8.53966,V ugm-3
2021-04-21,18:00:00,6.92714,V ugm-3
2021-04-21,19:00:00,11.04667,V ugm-3
2021-04-21,20:00:00,15.21069,V ugm-3
2021-04-21,21:00:00,8.55648,V ugm-3
2021-04-21,22:00:00,13.53938,V ugm-3
2021-04-21,23:00:00,13.07157,V ugm-3
2021-04-21,24:00:00,11.33558,V ugm-3
2021-04-22,01:00:00,7.17953,V ugm-3
2021-04-22,02:00:00,9.96115,V ugm-3
2021-04-22,03:00:00,10.71973,V ugm-3
2021-04-22,04:00:00,10.42536,V ugm-3
2021-04-22,05:00:00,22.76815,V ugm-3
2021-04-22,06:00:00,37.80137,V ugm-3
2021-04-22,07:00:00,33.39515,V ugm-3
2021-04-22,08:00:00,25.29679,V ugm-3
2021-04-22,09:00:00,8.87262,V ugm-3
2021-04-22,10:00:00,8.1763,V ugm-3
2021-04-22,11:00:00,6.90818,V ugm-3
2021-04-22,12:00:00,5.00938,V ugm-3
2021-04-22,13:00:00,4.71925,V ugm-3
2021-04-22,14:00:00,5.12544,V ugm-3
2021-04-22,15:00:00,6.50961,V ugm-3
2021-04-22,16:00:00,6.80313,V ugm-3
2021-04-22,17:00:00,10.7371,V ugm-3
2021-04-22,18:00:00,11.21826,V ugm-3
2021-04-22,19:00:00,16.73759,V ugm-3
2021-04-22,20:00:00,15.82102,V ugm-3
2021-04-22,21:00:00,16.90913,V ugm-3
2021-04-22,22:00:00,22.23913,V ugm-3
2021-04-22,23:00:00,32.79579,V ugm-3
2021-04-22,24:00:00,33.38538,V ugm-3
2021-04-23,01:00:00,23.51711,V ugm-3
2021-04-23,02:00:00,17.75745,V ugm-3
2021-04-23,03:00:00,21.01379,V ugm-3
2021-04-23,04:00:00,32.79001,V ugm-3
2021-04-23,05:00:00,46.65681,V ugm-3
2021-04-23,06:00:00,63.66293,V ugm-3
2021-04-23,07:00:00,60.38116,V ugm-3
2021-04-23,08:00:00,29.42486,V ugm-3
2021-04-23,09:00:00,15.46339,V ugm-3
2021-04-23,10:00:00,14.7089,V ugm-3
2021-04-23,11:00:00,15.11051,V ugm-3
2021-04-23,12:00:00,18.57709,V ugm-3
2021-04-23,13:00:00,19.32817,V ugm-3
2021-04-23,14:00:00,18.64202,V ugm-3
2021-04-23,15:00:00,14.83619,V ugm-3
2021-04-23,16:00:00,10.39976,V ugm-3
2021-04-23,17:00:00,11.73869,V ugm-3
2021-04-23,18:00:00,15.11295,V ugm-3
2021-04-23,19:00:00,19.36899,V ugm-3
2021-04-23,20:00:00,28.09643,V ugm-3
2021-04-23,21:00:00,44.86953,V ugm-3
2021-04-23,22:00:00,43.81259,V ugm-3
2021-04-23,23:00:00,45.63608,V ugm-3
2021-04-23,24:00:00,39.51209,V ugm-3
2021-04-24,01:00:00,44.23009,V ugm-3
2021-04-24,02:00:00,32.78162,V ugm-3
2021-04-24,03:00:00,31.26809,V ugm-3
2021-04-24,04:00:00,31.37586,V ugm-3
2021-04-24,05:00:00,43.9236,V ugm-3
2021-04-24,06:00:00,44.08465,V ugm-3
2021-04-24,07:00:00,45.20061,V ugm-3
2021-04-24,08:00:00,31.14339,V ugm-3
2021-04-24,09:00:00,21.46363,V ugm-3
2021-04-24,10:00:00,18.10294,V ugm-3
2021-04-24,11:00:00,16.07438,V ugm-3
2021-04-24,12:00:00,7.23212,V ugm-3
2021-04-24,13:00:00,7.98502,V ugm-3
2021-04-24,14:00:00,8.80469,V ugm-3
2021-04-24,15:00:00,9.32573,V ugm-3
2021-04-24,16:00:00,11.40647,V ugm-3
2021-04-24,17:00:00,14.02284,V ugm-3
2021-04-24,18:00:00,15.03078,V ugm-3
2021-04-24,19:00:00,13.81759,V ugm-3
2021-04-24,20:00:00,9.92298,V ugm-3
2021-04-24,21:00:00,18.28541,V ugm-3
2021-04-24,22:00:00,11.02668,V ugm-3
2021-04-24,23:00:00,12.31007,V ugm-3
2021-04-24,24:00:00,6.90708,V ugm-3
2021-04-25,01:00:00,5.73412,V ugm-3
2021-04-25,02:00:00,6.15268,V ugm-3
2021-04-25,03:00:00,5.05014,V ugm-3
2021-04-25,04:00:00,5.45102,V ugm-3
2021-04-25,05:00:00,5.1606,V ugm-3
2021-04-25,06:00:00,5.80055,V ugm-3
2021-04-25,07:00:00,7.0101,V ugm-3
2021-04-25,08:00:00,6.89618,V ugm-3
2021-04-25,09:00:00,4.51373,V ugm-3
2021-04-25,10:00:00,3.17902,V ugm-3
2021-04-25,11:00:00,3.4608,V ugm-3
2021-04-25,12:00:00,2.47217,V ugm-3
2021-04-25,13:00:00,2.35739,V ugm-3
2021-04-25,14:00:00,2.82603,V ugm-3
2021-04-25,15:00:00,2.88601,V ugm-3
2021-04-25,16:00:00,6.6049,V ugm-3
2021-04-25,17:00:00,7.1318,V ugm-3
2021-04-25,18:00:00,4.99102,V ugm-3
2021-04-25,19:00:00,3.59373,V ugm-3
2021-04-25,20:00:00,4.05978,V ugm-3
2021-04-25,21:00:00,5.04755,V ugm-3
2021-04-25,22:00:00,13.8425,V ugm-3
2021-04-25,23:00:00,3.42069,V ugm-3
2021-04-25,24:00:00,1.90517,V ugm-3
2021-04-26,01:00:00,0.7592,V ugm-3
2021-04-26,02:00:00,1.84315,V ugm-3
2021-04-26,03:00:00,1.61591,V ugm-3
2021-04-26,04:00:00,2.6093,V ugm-3
2021-04-26,05:00:00,5.69049,V ugm-3
2021-04-26,06:00:00,11.33832,V ugm-3
2021-04-26,07:00:00,14.58058,V ugm-3
2021-04-26,08:00:00,13.9842,V ugm-3
2021-04-26,09:00:00,10.73149,V ugm-3
2021-04-26,10:00:00,7.65553,V ugm-3
2021-04-26,11:00:00,4.68056,V ugm-3
2021-04-26,12:00:00,4.62136,V ugm-3
2021-04-26,13:00:00,5.43628,V ugm-3
2021-04-26,14:00:00,5.20643,V ugm-3
2021-04-26,15:00:00,7.82269,V ugm-3
2021-04-26,16:00:00,9.09905,V ugm-3
2021-04-26,17:00:00,7.59893,V ugm-3
2021-04-26,18:00:00,7.37257,V ugm-3
2021-04-26,19:00:00,7.20975,V ugm-3
2021-04-26,20:00:00,12.52237,V ugm-3
2021-04-26,21:00:00,14.67807,V ugm-3
2021-04-26,22:00:00,24.82273,V ugm-3
2021-04-26,23:00:00,20.31893,V ugm-3
2021-04-26,24:00:00,19.39344,V ugm-3
2021-04-27,01:00:00,15.24321,V ugm-3
2021-04-27,02:00:00,17.96809,V ugm-3
2021-04-27,03:00:00,22.80554,V ugm-3
2021-04-27,04:00:00,32.6063,V ugm-3
2021-04-27,05:00:00,43.40965,V ugm-3
2021-04-27,06:00:00,48.15431,V ugm-3
2021-04-27,07:00:00,49.65192,V ugm-3
2021-04-27,08:00:00,44.05831,V ugm-3
2021-04-27,09:00:00,39.88058,V ugm-3
2021-04-27,10:00:00,36.94727,V ugm-3
2021-04-27,11:00:00,23.22521,V ugm-3
2021-04-27,12:00:00,18.59366,V ugm-3
2021-04-27,13:00:00,18.36266,V ugm-3
2021-04-27,14:00:00,18.95989,V ugm-3
2021-04-27,15:00:00,22.17063,V ugm-3
2021-04-27,16:00:00,24.04761,V ugm-3
2021-04-27,17:00:00,34.28556,V ugm-3
2021-04-27,18:00:00,33.44446,V ugm-3
2021-04-27,19:00:00,37.74512,V ugm-3
2021-04-27,20:00:00,46.97988,V ugm-3
2021-04-27,21:00:00,45.93553,V ugm-3
2021-04-27,22:00:00,45.59121,V ugm-3
2021-04-27,23:00:00,48.33731,V ugm-3
2021-04-27,24:00:00,47.40452,V ugm-3
2021-04-28,01:00:00,31.32354,V ugm-3
2021-04-28,02:00:00,24.4825,V ugm-3
2021-04-28,03:00:00,26.40106,V ugm-3
2021-04-28,04:00:00,27.57606,V ugm-3
2021-04-28,05:00:00,44.1348,V ugm-3
2021-04-28,06:00:00,31.2095,V ugm-3
2021-04-28,07:00:00,32.85267,V ugm-3
2021-04-28,08:00:00,37.68344,V ugm-3
2021-04-28,09:00:00,39.79657,V ugm-3
2021-04-28,10:00:00,32.72219,V ugm-3
2021-04-28,11:00:00,26.15858,V ugm-3
2021-04-28,12:00:00,18.24071,V ugm-3
