Hourly measurement data supplied by UK-air on 10/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"London Bexley",
Date,Time,"Nitrogen dioxide",Status
2021-04-28,13:00:00,13.06019,V ugm-3
2021-04-28,14:00:00,10.25465,V ugm-3
2021-04-28,15:00:00,16.55962,V ugm-3
2021-04-28,16:00:00,18.13696,V ugm-3
2021-04-28,17:00:00,19.01689,V ugm-3
2021-04-28,18:00:00,15.28881,V ugm-3
2021-04-28,19:00:00,16.16874,V ugm-3
2021-04-28,20:00:00,13.95158,V ugm-3
2021-04-28,21:00:00,11.85228,V ugm-3
2021-04-28,22:00:00,8.69494,V ugm-3
2021-04-28,23:00:00,4.77994,V ugm-3
2021-04-28,24:00:00,5.3019,V ugm-3
2021-04-29,01:00:00,7.86859,V ugm-3
2021-04-29,02:00:00,5.60952,V ugm-3
2021-04-29,03:00:00,3.96446,V ugm-3
2021-04-29,04:00:00,6.36905,V ugm-3
2021-04-29,05:00:00,10.81088,V ugm-3
2021-04-29,06:00:00,22.36531,V ugm-3
2021-04-29,07:00:00,24.35728,V ugm-3
2021-04-29,08:00:00,22.33511,V ugm-3
2021-04-29,09:00:00,12.21989,V ugm-3
2021-04-29,10:00:00,9.77272,V ugm-3
2021-04-29,11:00:00,8.90938,V ugm-3
2021-04-29,12:00:00,14.51091,V ugm-3
2021-04-29,13:00:00,11.00962,V ugm-3
2021-04-29,14:00:00,14.63154,V ugm-3
2021-04-29,15:00:00,16.59249,V ugm-3
2021-04-29,16:00:00,14.98828,V ugm-3
2021-04-29,17:00:00,18.67946,V ugm-3
2021-04-29,18:00:00,16.23406,V ugm-3
2021-04-29,19:00:00,19.81611,V ugm-3
2021-04-29,20:00:00,14.20392,V ugm-3
2021-04-29,21:00:00,14.79132,V ugm-3
2021-04-29,22:00:00,14.09124,V ugm-3
2021-04-29,23:00:00,15.66886,V ugm-3
2021-04-29,24:00:00,16.54729,V ugm-3
2021-04-30,01:00:00,13.89897,V ugm-3
2021-04-30,02:00:00,17.26973,V ugm-3
2021-04-30,03:00:00,16.51547,V ugm-3
2021-04-30,04:00:00,27.53592,V ugm-3
2021-04-30,05:00:00,50.45236,V ugm-3
2021-04-30,06:00:00,53.97561,V ugm-3
2021-04-30,07:00:00,43.51238,V ugm-3
2021-04-30,08:00:00,29.43279,V ugm-3
2021-04-30,09:00:00,11.19424,V ugm-3
2021-04-30,10:00:00,9.61011,V ugm-3
2021-04-30,11:00:00,7.56581,V ugm-3
2021-04-30,12:00:00,7.923,V ugm-3
2021-04-30,13:00:00,10.49683,V ugm-3
2021-04-30,14:00:00,11.66513,V ugm-3
2021-04-30,15:00:00,12.37862,V ugm-3
2021-04-30,16:00:00,14.14939,V ugm-3
2021-04-30,17:00:00,12.86292,V ugm-3
2021-04-30,18:00:00,16.58629,V ugm-3
2021-04-30,19:00:00,21.47829,V ugm-3
2021-04-30,20:00:00,26.99477,V ugm-3
2021-04-30,21:00:00,46.4636,V ugm-3
2021-04-30,22:00:00,58.70976,V ugm-3
2021-04-30,23:00:00,70.26085,V ugm-3
2021-04-30,24:00:00,66.30663,V ugm-3



End
